source,company,vertical,region,owner_contact,channel,message_variant,response,objection,proof_walkthrough_status,checkout_status,activation_status,next_state,touch_count,spend_cents,notes,source_url,contact_url,batch,email,email_source_page,email_confidence,crawl_status
nationwide_research,Island Breeze Air Conditioning & Heating,hvac,Phoenix AZ,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Fireman-owned and operated HVAC company,https://islandbreeze-ac.com/,https://islandbreeze-ac.com/,nationwide,sdeokielal@gmail.com,https://islandbreeze-ac.com/,medium,crawled
nationwide_research,Hometown HVAC,hvac,Phoenix AZ,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,expert commercial HVAC services; small business,https://www.hometown-ac.com/,https://www.hometown-ac.com/,nationwide,,,,crawled
nationwide_research,JDL Refrigeration,hvac,Phoenix AZ,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned HVAC contractor,https://downtobid.com/contractors/hvac/phoenix,https://downtobid.com/contractors/hvac/phoenix,nationwide,bids@downtobid.com,https://downtobid.com/contractors/hvac/phoenix,high,crawled
nationwide_research,Red Valley Heating & Cooling,hvac,Phoenix AZ,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned HVAC company,https://www.yelp.com/search?find_desc=Heating+%26+Air+Conditioning%2Fhvac&find_loc=Phoenix%2C+AZ,https://www.yelp.com/search?find_desc=Heating+%26+Air+Conditioning%2Fhvac&find_loc=Phoenix%2C+AZ,nationwide,,,,crawled
nationwide_research,The Door Doctor,garage_door,Phoenix AZ,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,FAMILY OWNED & OPERATED,https://www.thedoordoctoraz.com/,https://www.thedoordoctoraz.com/,nationwide,ron@thedoordoctoraz.com,https://www.thedoordoctoraz.com/,medium,crawled
nationwide_research,Parker Garage Doors,garage_door,Phoenix AZ,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Family owned garage door company,https://parkerdoorsaz.com/,https://parkerdoorsaz.com/,nationwide,,,,crawled
nationwide_research,1Twenty Electric LLC,electrician,Phoenix AZ,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated company,https://www.120electric.com/,https://www.120electric.com/,nationwide,ricardo@1twentyelectric.net,https://www.120electric.com/,high,crawled
nationwide_research,Dark Current Electric,electrician,Phoenix AZ,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Owner-operated means Rick is on the job,https://www.darkcurrentelectric.com/,https://www.darkcurrentelectric.com/contact/,nationwide,info@darkcurrentelectric.com,https://www.darkcurrentelectric.com/contact/,medium,crawled
nationwide_research,Reeves Family Plumbing,plumbing,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned since 1960; 24/7 service,https://www.reevesfamilyplumbing.com/,https://www.reevesfamilyplumbing.com/,nationwide,,,,crawled
nationwide_research,Harmony Plumbing,plumbing,Dallas TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local family owned; 24/7 service,https://www.harmonyplumbing.com/,https://www.harmonyplumbing.com/,nationwide,service@harmonyplumbing.com,https://www.harmonyplumbing.com/,medium,crawled
nationwide_research,Saucedos Plumbing GC,plumbing,Dallas TX,Erica,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated; 7 days a week,https://saucedosplumbinggc.com/,https://saucedosplumbinggc.com/,nationwide,,,,crawled
nationwide_research,Military Plumbing,plumbing,Dallas TX,Jeff,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 emergency service,https://www.militaryplumbing.com/,https://www.militaryplumbing.com/,nationwide,service@militaryplumbing.com,https://www.militaryplumbing.com/,high,crawled
nationwide_research,Mai Plumbing Company,plumbing,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned since 1986; residential plumbing service,https://sites.google.com/maiplumbing.com/maiplumbing/home,https://sites.google.com/maiplumbing.com/maiplumbing/home,nationwide,,,,crawled
nationwide_research,Intown Plumbing,plumbing,Dallas TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 30+ years in business,https://www.intownplumbingtx.com/,https://www.intownplumbingtx.com/,nationwide,service@intowntx.com,https://www.intownplumbingtx.com/,medium,crawled
nationwide_research,Blue Moon Plumbing,plumbing,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,15 years experience; 24/7 emergency service,https://www.bluemoonplumbingdfw.com/,https://www.bluemoonplumbingdfw.com/,nationwide,,,,crawled
nationwide_research,Pure Plumbing,plumbing,Dallas TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 emergency service,https://www.pureplumbingdfw.com/,https://www.pureplumbingdfw.com/,nationwide,pureplumbingdfw@gmail.com,https://www.pureplumbingdfw.com/,medium,crawled
nationwide_research,Jade Air,hvac,Dallas TX,gilbert,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned since 1991; 24/7 emergency service,https://jadeair.net/,https://jadeair.net/,nationwide,gilbert@jadeair.net,https://jadeair.net/,high,crawled
nationwide_research,Kahn Mechanical Contractors,hvac,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned since 1974; 24/7 emergency service,https://www.kahnmechanical.com/,https://www.kahnmechanical.com/,nationwide,,,,crawled
nationwide_research,Quality 1 Energy Systems,hvac,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned since 1989; 7 days a week,https://www.q1es.com/,https://www.q1es.com/,nationwide,,,,crawled
nationwide_research,StevenSons Heating & Air Conditioning,hvac,Dallas TX,Steve,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 emergency service,https://www.stevensonshvac.com/,https://www.stevensonshvac.com/,nationwide,tina@stevensonshvac.com,https://www.stevensonshvac.com/,high,crawled
nationwide_research,Only Way Air,hvac,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 emergency service,https://onlywayair.com/,https://onlywayair.com/,nationwide,,,,crawled
nationwide_research,Heshma Air Conditioning,hvac,Dallas TX,Heyser,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated; 24/7 emergency service,https://heshmaairconditioning.com/,https://heshmaairconditioning.com/,nationwide,info@heshmaairconditioning.com,https://heshmaairconditioning.com/,high,crawled
nationwide_research,Dallas Air Solutions,hvac,Dallas TX,Ricky,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,started in 2012; 24/7 emergency service,https://dallasairsolutions.com/,https://dallasairsolutions.com/,nationwide,service@dallasairsolutions.com,https://dallasairsolutions.com/,medium,crawled
nationwide_research,Complete Overhead Door,garage_door,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24 hour emergency service,https://www.completeoverhead.com/,https://www.completeoverhead.com/,nationwide,,,,crawled
nationwide_research,Family Christian Doors,garage_door,Dallas TX,Brandon,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 same day service,https://familychristiandoors.com/,https://familychristiandoors.com/,nationwide,,,,crawled
nationwide_research,Sapphire Garage Doors Repair,garage_door,Dallas TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 emergency service,https://www.sapphiregaragedoorsrepair.com/,https://www.sapphiregaragedoorsrepair.com/,nationwide,,,,crawled
nationwide_research,Triple Eagle Electric,electrician,Dallas TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,master electrician owned; top 4% rated,https://www.tripleeagleelectric.org/,https://www.tripleeagleelectric.org/,nationwide,tripleeagle2010@yahoo.com,https://www.tripleeagleelectric.org/,high,crawled
nationwide_research,Hawes Electric Service,electrician,Dallas TX,Jim,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned since 1945; residential and commercial,https://www.haweselectric.com/,https://www.haweselectric.com/,nationwide,,,,crawled
nationwide_research,Reveles Roofing,roofing,Dallas TX,Martin,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,small business; storm damage specialists,https://revelesroofing.com/,https://revelesroofing.com/,nationwide,info@revelesroofing.com,https://revelesroofing.com/,medium,crawled
nationwide_research,LD Roofing & Exteriors,roofing,Dallas TX,Lane,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; free inspections,https://www.ld-roofing.com/,https://www.ld-roofing.com/,nationwide,info@ld-roofing.com,https://www.ld-roofing.com/,medium,crawled
nationwide_research,Fisher Family Plumbing,plumbing,Houston TX,Zachary,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned; co-founder Zachary Fisher,https://fisherfamilyplumbing.com/,https://fisherfamilyplumbing.com/,nationwide,office@fisherfamilyplumbing.com,https://fisherfamilyplumbing.com/,medium,crawled
nationwide_research,Texas Premier Plumbing,plumbing,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned since 1989; 24/7 emergency service,https://texaspremierplumbing.com/,https://texaspremierplumbing.com/,nationwide,info@texaspremierplumbing.com,https://texaspremierplumbing.com/contact/,high,crawled
nationwide_research,Pace Plumbing & Supply Company,plumbing,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned since 1955,https://paceplumb.com/,https://paceplumb.com/,nationwide,,,,crawled
nationwide_research,LTP Plumbing,plumbing,Houston TX,Eric,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated; Eric Santillian owner,https://ltpplumbing.com/,https://ltpplumbing.com/,nationwide,licensedtoplumb@gmail.com,https://ltpplumbing.com/,medium,crawled
nationwide_research,All In The Family Plumbing,plumbing,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned; 24 hours,https://m.yelp.com/biz/all-in-the-family-plumbing-houston,https://m.yelp.com/biz/all-in-the-family-plumbing-houston,nationwide,,,,unreachable
nationwide_research,Primary Plumbing Services,plumbing,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned since 1986,https://downtobid.com/contractors/plumbing/houston,https://downtobid.com/contractors/plumbing/houston,nationwide,bids@downtobid.com,https://downtobid.com/contractors/plumbing/houston,high,crawled
nationwide_research,Peter's Plumbing and Remodeling,plumbing,Houston TX,Peter,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned over 20 years,https://www.facebook.com/PetersPlumbingTexas/,https://www.facebook.com/PetersPlumbingTexas/,nationwide,,,,unreachable
nationwide_research,ClearWay Plumbing,plumbing,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated,https://clearwayplumbingtexas.com/,https://clearwayplumbingtexas.com/,nationwide,clearwayplumbingtx@gmail.com,https://clearwayplumbingtexas.com/,medium,crawled
nationwide_research,Jsm Plumbing,plumbing,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated individual,https://meetaplumber.com/care/jsm-plumbing-plumber-houston-tx,https://meetaplumber.com/care/jsm-plumbing-plumber-houston-tx,nationwide,,,,unreachable
nationwide_research,The Lee Thompson Co.,hvac,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned since 1961,https://leethompsonac.com/,https://leethompsonac.com/,nationwide,,,,crawled
nationwide_research,Spring Branch AC,hvac,Houston TX,Chris,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned; Chris Crawford owner,https://www.springbranchac.com/,https://www.springbranchac.com/,nationwide,,,,crawled
nationwide_research,Air Innovations LLC,hvac,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned since 2005,https://www.airinnovationsllc.com/,https://www.airinnovationsllc.com/,nationwide,customercare@airinnovationsllc.com,https://www.airinnovationsllc.com/,medium,crawled
nationwide_research,Houston Smart Air Cooling and Heating,hvac,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated,https://www.houstonsmartair.com/,https://www.houstonsmartair.com/,nationwide,,,,crawled
nationwide_research,Air Patrol Llc A/C And Heating,hvac,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned company,https://www.facebook.com/AIRPATROLLLC,https://www.facebook.com/AIRPATROLLLC,nationwide,,,,unreachable
nationwide_research,Neighbors A/C & Heating,hvac,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated team,https://hvacservice.io/tx/houston/neighbors-ac-heating-1,https://hvacservice.io/tx/houston/neighbors-ac-heating-1,nationwide,support@hvacservice.io,https://hvacservice.io/tx/houston/neighbors-ac-heating-1,medium,crawled
nationwide_research,TwinStar AC,hvac,Houston TX,Erick,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated; Erick,https://twinstarac.com/,https://twinstarac.com/,nationwide,erick@twinstarac.com,https://twinstarac.com/,high,crawled
nationwide_research,Deerwood Air Solutions,hvac,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned,https://www.facebook.com/HumbleDeerwoodAirSolution/,https://www.facebook.com/HumbleDeerwoodAirSolution/,nationwide,,,,unreachable
nationwide_research,Master AC & Heat,hvac,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned,https://masteracandheat.com/,https://masteracandheat.com/,nationwide,,,,crawled
nationwide_research,Dempsey Family Electric of Texas,electrician,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned,https://www.dempseyfamilyelectricoftexas.com/,https://www.dempseyfamilyelectricoftexas.com/,nationwide,,,,crawled
nationwide_research,JN'L Electric,electrician,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,second generation family owned,https://www.jnlelectric.com/,https://www.jnlelectric.com/,nationwide,admin@jnlelectric.com,https://www.jnlelectric.com/about-us,high,crawled
nationwide_research,S.N.R. Electrical Services LLC,electrician,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated,https://www.snrelectrical.com/,https://www.snrelectrical.com/,nationwide,customerservice@snrelectrical.com,https://www.snrelectrical.com/,medium,crawled
nationwide_research,L & E Electrical Services,electrician,Houston TX,Emilio,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated; Emilio Gaona,https://electricianhtx.com/,https://electricianhtx.com/,nationwide,emigaona1975@gmail.com,https://electricianhtx.com/contact/,medium,crawled
nationwide_research,Family Owned Electrician Electricians,electrician,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned,https://www.mapquest.com/us/texas/family-owned-electrician-electricians-477747405,https://www.mapquest.com/us/texas/family-owned-electrician-electricians-477747405,nationwide,,,,unreachable
nationwide_research,D G ELECTRIC,electrician,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated,https://www.facebook.com/groups/315905118060420/posts/997031276614464/,https://www.facebook.com/groups/315905118060420/posts/997031276614464/,nationwide,,,,unreachable
nationwide_research,LMV Electric,electrician,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated,https://www.homeilove.us/electrician_list,https://www.homeilove.us/electrician_list,nationwide,,,,crawled
nationwide_research,"On Time Electric, Inc.",electrician,Houston TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,locally owned and operated,https://www.ontime-electric.com/,https://www.ontime-electric.com/,nationwide,contact@ontime-electric.com,https://www.ontime-electric.com/contact,high,crawled
nationwide_research,Beekman Company,electrician,Houston TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned,https://www.beekmanco.com/houston-katy-electrician/,https://www.beekmanco.com/houston-katy-electrician/,nationwide,,,,crawled
nationwide_research,Will's Plumbing & Testing Service,plumbing,San Antonio TX,Will,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned plumber since 1999; emergency repairs,https://willsplumbing.com/,https://willsplumbing.com/,nationwide,info@willsplumbing.com,https://willsplumbing.com/,medium,crawled
nationwide_research,Beyer Plumbing Services,plumbing,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned business; residential and commercial,https://beyerplumbing.com/,https://beyerplumbing.com/contact-us/,nationwide,,,,crawled
nationwide_research,MC 1 Plumbing,plumbing,San Antonio TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,veteran and family-owned business,https://mc1plumbing.com/,https://mc1plumbing.com/,nationwide,mc1plumbing.csr@gmail.com,https://mc1plumbing.com/,medium,crawled
nationwide_research,"George Plumbing Co., Inc.",plumbing,San Antonio TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,locally family owned and operated since 1947,https://georgeplumbing.com/,https://georgeplumbing.com/,nationwide,service@georgeplumbinghvac.com,https://georgeplumbing.com/,medium,crawled
nationwide_research,210FlowPros at Independent Plumbing,plumbing,San Antonio TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,independent plumbing service,https://210flowpro.com/,https://210flowpro.com/,nationwide,texasgasplumber@gmail.com,https://210flowpro.com/,medium,crawled
nationwide_research,Big City Plumbing,plumbing,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"local, family-owned and operated small business",https://bigcityplumbingsa.com/,https://bigcityplumbingsa.com/contact-us/,nationwide,,,,crawled
nationwide_research,Arnold Moos Company,plumbing,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,small commercial and residential plumbing,https://www.arnoldmoos.com/,https://www.arnoldmoos.com/,nationwide,,,,unreachable
nationwide_research,My Throne Plumbing,plumbing,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner operated local plumbing company,https://www.mythroneplumbingsa.com/,https://www.mythroneplumbingsa.com/,nationwide,,,,unreachable
nationwide_research,ASC Heating & Air,hvac,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated HVAC company,https://allseasonsac-sa.com/,https://allseasonsac-sa.com/,nationwide,,,,crawled
nationwide_research,Honeycomb Air,hvac,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,independent HVAC operator,https://honeycombair.com/,https://honeycombair.com/contact/,nationwide,,,,crawled
nationwide_research,Aircules Mechanical,hvac,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"owner-operated, family-run HVAC company",https://airculesmechanicaltx.com/,https://airculesmechanicaltx.com/,nationwide,,,,crawled
nationwide_research,Ike's Air Conditioning,hvac,San Antonio TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and veteran operated,https://www.ikesair.com/,https://www.ikesair.com/,nationwide,ike@ikesair.com,https://www.ikesair.com/,medium,crawled
nationwide_research,Gabe's Priority Air,hvac,San Antonio TX,Gabe,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated at the highest level,https://gabespriorityac.com/,https://gabespriorityac.com/,nationwide,info@gabespriorityac.com,https://gabespriorityac.com/,medium,crawled
nationwide_research,Trilogy AC Heating and Cooling,hvac,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,expert air conditioning repair,https://www.trilogyac.com/,https://www.trilogyac.com/contact-us/,nationwide,,,,crawled
nationwide_research,Garage Door Solutions,garage_door,San Antonio TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and veteran owned,https://www.garagedoorsolutions.biz/,https://www.garagedoorsolutions.biz/,nationwide,garagedoorsolutionstx@yahoo.com,https://www.garagedoorsolutions.biz/,medium,crawled
nationwide_research,Sentinel Garage Door Repair,garage_door,San Antonio TX,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"local, family-owned company",https://sentinelgaragedoorrepair.com/,https://sentinelgaragedoorrepair.com/,nationwide,service@sentinelgaragedoorrepair.com,https://sentinelgaragedoorrepair.com/contact/,medium,crawled
nationwide_research,Matrix Garage Door Service,garage_door,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated garage door service,https://matrixgaragedoorservicesanantonio.com/,https://matrixgaragedoorservicesanantonio.com/contact-us/,nationwide,,,,crawled
nationwide_research,4A Electrical Services,electrician,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned electrical contractor,https://www.4aelectricalservices.com/,https://www.4aelectricalservices.com/contact-us/,nationwide,,,,crawled
nationwide_research,Absolute Power Electrical Contractors,electrician,San Antonio TX,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned business,https://www.absolute-pwr.com/,https://www.absolute-pwr.com/contact-us/,nationwide,,,,crawled
nationwide_research,Elevate Electrical Solutions,electrician,San Antonio TX,Rick,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated and community-focused,https://goelevateelectrical.com/,https://goelevateelectrical.com/,nationwide,info@goelevateelectrical.com,https://goelevateelectrical.com/,medium,crawled
nationwide_research,Atlanta Star Plumbing,plumbing,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 100% guarantee; 24/7 emergency service,https://www.atlantastarplumbing.com/,https://www.atlantastarplumbing.com/,nationwide,service@atlantastarplumbing.com,https://www.atlantastarplumbing.com/,medium,crawled
nationwide_research,Royal Flush Plumbing,plumbing,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned & operated; flat rate pricing; 24/7 service,https://plumbatlanta.com/,https://plumbatlanta.com/,nationwide,,,,crawled
nationwide_research,"Master Plumbing & Repair, Inc.",plumbing,Atlanta GA,Dennis,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and locally operated; over 30 years experience; 24/7 service,https://www.masterplumbingatlanta.com/,https://www.masterplumbingatlanta.com/,nationwide,dennis@masterplumbingatlanta.com,https://www.masterplumbingatlanta.com/,high,crawled
nationwide_research,Superior Plumbing,plumbing,Atlanta GA,Jay,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owned and operated by licensed master plumber Jay Cunningham; over 35 years experience,https://www.superiorplumbing.com/,https://www.superiorplumbing.com/,nationwide,customerservice@superiorplumbing.com,https://www.superiorplumbing.com/,medium,crawled
nationwide_research,Cross and Sons Plumbing,plumbing,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned & operated; based in West Georgia since 1976; 24/7 service,https://www.crossandsonsplumbing.com/,https://www.crossandsonsplumbing.com/,nationwide,,,,crawled
nationwide_research,Cunningham Associates Heating and Air Conditioning,hvac,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local team; family-oriented service; 24/7 emergency services,https://www.cunninghamhvac.com/,https://www.cunninghamhvac.com/,nationwide,,,,crawled
