source,company,vertical,region,owner_contact,channel,message_variant,response,objection,proof_walkthrough_status,checkout_status,activation_status,next_state,touch_count,spend_cents,notes,source_url,contact_url
manual_research,Roof Improve,roofing,Sacramento CA,public_request_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://roofimprove.com/,https://roofimprove.com/
manual_research,ACS Roofing,roofing,Sacramento Valley CA,public_appointment_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.egroofing.com/contact-appointments/,https://www.egroofing.com/contact-appointments/
manual_research,Sacramento Roofing Inc,roofing,Sacramento CA,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://sacramento-roofing.com/,https://sacramento-roofing.com/
manual_research,Roofing of Sacramento,roofing,Sacramento CA,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://roofingofsacramento.com/contact.html,https://roofingofsacramento.com/contact.html
manual_research,AS Roofing,roofing,Sacramento CA,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.asroofingpro.com/contact/,https://www.asroofingpro.com/contact/
manual_research,Brazil Quality Construction Roofers,roofing,Sacramento CA,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.brazilroofs.com/,https://www.brazilroofs.com/
manual_research,Main Stream Electric,electrician,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.callmainstream.com/sacramento-electrician/,https://www.callmainstream.com/sacramento-electrician/
manual_research,Griffin Electric,electrician,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.griffinelectric.com/electrician/residential-electrical-contractors/,https://www.griffinelectric.com/electrician/residential-electrical-contractors/
manual_research,Hagan Electric,electrician,Sacramento CA,public_quote_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://hagan-electric.com/electrician-sacramento-ca/,https://hagan-electric.com/electrician-sacramento-ca/
manual_research,Sac Town Electric,electrician,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://sactownelectric.com/,https://sactownelectric.com/
manual_research,Gubruds Services,electrician,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://gubruds.com/service-area/electrician-sacramento-ca/,https://gubruds.com/service-area/electrician-sacramento-ca/
manual_research,Sacramento Handyman,handyman,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.sacramentohandyman.com/,https://www.sacramentohandyman.com/
manual_research,916 Handyman,handyman,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://916handyman.com/,https://916handyman.com/
manual_research,Sacramento Landscape Company,landscaping,Sacramento CA,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.sacramentolandscape.net/,https://www.sacramentolandscape.net/
manual_research,Pest Pros Pest Solutions,pest_control,Sacramento CA,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.pestprosps.com/,https://www.pestprosps.com/
