source,company,vertical,region,owner_contact,channel,message_variant,response,objection,proof_walkthrough_status,checkout_status,activation_status,next_state,touch_count,spend_cents,notes,source_url,contact_url
manual_research,Vertex Pest Control Boise,pest_control,Boise/Treasure Valley ID,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.vertexpestcontrol.com/pest-control-boise,https://www.vertexpestcontrol.com/pest-control-boise
manual_research,Pestcom Pest Management,pest_control,Boise/Treasure Valley ID,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.pestcom.com/,https://www.pestcom.com/
manual_research,Pest Animal Removal Boise,pest_control,Boise ID,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.boisepestanimal.com/contact.html,https://www.boisepestanimal.com/contact.html
manual_research,Boise Foreign Car Service,auto_repair,Boise ID,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.boiseforeigncarservice.com/,https://www.boiseforeigncarservice.com/
manual_research,Mountain View Service Inc,auto_repair,Boise ID,public_appointment_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.mountainviewservicecar.com/,https://www.mountainviewservicecar.com/
manual_research,Don's Supreme Auto Repair,auto_repair,Boise ID,public_appointment_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.donssupremeautorepair.com/,https://www.donssupremeautorepair.com/
manual_research,Mountain Peak Auto Repair,auto_repair,Boise ID,public_schedule_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.mountainpeakautorepair.com/,https://www.mountainpeakautorepair.com/
manual_research,Boise Automotive Service,auto_repair,Boise ID,public_quote_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://boiseautomotiveservice.com/,https://boiseautomotiveservice.com/
manual_research,FarWest Landscape,landscaping,Boise/Treasure Valley ID,public_consultation_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.farwestlandscape.net/,https://www.farwestlandscape.net/
manual_research,Capitol Landscape,landscaping,Boise ID,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"Official site provides a public contact form and asks prospects to schedule a first meeting and free estimate, evidencing appointment demand; refreshed 2026-07-18; no message sent",https://capitollandscape.com/contact/,https://capitollandscape.com/contact/
manual_research,Lawn Co,landscaping,Boise/Treasure Valley ID,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://lawnco.net/,https://lawnco.net/
manual_research,A Cut Above Landscaping,landscaping,Meridian/Boise ID,public_quote_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://acutaboveidaho.com/,https://acutaboveidaho.com/
manual_research,Treasure Valley Landscape,landscaping,Boise/Treasure Valley ID,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://treasurevalleylandscape.com/,https://treasurevalleylandscape.com/
manual_research,All Pro Lawn Service,landscaping,Boise/Treasure Valley ID,public_quote_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.allprolawnservice.com/,https://www.allprolawnservice.com/
manual_research,Safari Lawn Care,landscaping,Boise ID,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Official site provides a public contact form for scheduled lawn-care service requests; refreshed 2026-07-18; no message sent,https://www.safarilawncareboise.com/contact-us,https://www.safarilawncareboise.com/contact-us
